step,x,y,heading,v,w,goal_x,goal_y
0,4.673570912461025,-5.577001088604137,-0.7338796690243851,0.0,0.0,-7.197570252328895,8.618496286545298
1,4.673570912461025,-5.577001088604137,-0.6946097608545125,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
2,4.673570912461025,-5.577001088604137,-0.6553398526846399,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
3,4.673570912461025,-5.577001088604137,-0.6160699445147673,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
4,4.673570912461025,-5.577001088604137,-0.5768000363448946,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
5,4.673570912461025,-5.577001088604137,-0.537530128175022,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
6,4.673570912461025,-5.577001088604137,-0.49826022000514936,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
7,4.673570912461025,-5.577001088604137,-0.4589903118352767,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
8,4.673570912461025,-5.577001088604137,-0.4197204036654041,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
9,4.673570912461025,-5.577001088604137,-0.38045049549553145,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
10,4.673570912461025,-5.577001088604137,-0.3411805873256588,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
11,4.673570912461025,-5.577001088604137,-0.3019106791557862,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
12,4.673570912461025,-5.577001088604137,-0.26264077098591354,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
13,4.673570912461025,-5.577001088604137,-0.2233708628160409,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
14,4.673570912461025,-5.577001088604137,-0.18410095464616827,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
15,4.673570912461025,-5.577001088604137,-0.14483104647629563,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
16,4.673570912461025,-5.577001088604137,-0.105561138306423,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
17,4.673570912461025,-5.577001088604137,-0.06629123013655036,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
18,4.673570912461025,-5.577001088604137,-0.027021321966677725,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
19,4.681215239699815,-5.5772076987197075,0.012248586203194911,0.3058847539150964,1.5707963267948966,-7.197570252328895,8.618496286545298
20,4.681215239699815,-5.5772076987197075,0.05151849437306755,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
21,4.681215239699815,-5.5772076987197075,0.09078840254294018,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
22,4.681215239699815,-5.5772076987197075,0.13005831071281282,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
23,4.681215239699815,-5.5772076987197075,0.16932821888268546,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
24,4.681215239699815,-5.5772076987197075,0.2085981270525581,0.0,1.5707963267948966,-7.197570252328895,8.618496286545298
