step,x,y,heading,v,w,goal_x,goal_y
0,0.6770697859360086,-7.200132623069361,-0.31165190184017255,0.0,0.0,-1.7804097781741035,1.808442218841484
1,0.6770697859360086,-7.200132623069361,-0.2723819936703,0.0,1.5707963267948966,-1.7804097781741035,1.808442218841484
2,0.6770697859360086,-7.200132623069361,-0.2331120855004274,0.0,1.5707963267948966,-1.7804097781741035,1.808442218841484
3,0.6857791267505081,-7.202200468502707,-0.19384217733055475,0.3580583240966573,1.5707963267948966,-1.7804097781741035,1.808442218841484
4,0.6857791267505081,-7.202200468502707,-0.15457226916068212,0.0,1.5707963267948966,-1.7804097781741035,1.808442218841484
5,0.6971331256432797,-7.203969594030872,-0.11530236099080948,0.4596400260925293,1.5707963267948966,-1.7804097781741035,1.808442218841484
6,0.7165728554567979,-7.2062210269555065,-0.07603245282093685,0.7827868628807924,1.5707963267948966,-1.7804097781741035,1.808442218841484
7,0.7285956080276431,-7.207136911893773,-0.03676254465106421,0.4823035137336782,1.5707963267948966,-1.7804097781741035,1.808442218841484
8,0.7489689716815455,-7.207886226177471,0.0025073635188084253,0.8154855422089646,1.5707963267948966,-1.7804097781741035,1.808442218841484
9,0.7991932253949205,-7.207760295452047,0.04177727168868106,2.0089764636204457,1.5707963267948966,-1.7804097781741035,1.808442218841484
10,0.8571509052856431,-7.205337572056412,0.0810471798585537,2.3203317855745453,1.5707963267948966,-1.7804097781741035,1.808442218841484
11,0.9175856897514858,-7.200428750397576,0.12031708802842633,2.425352660051278,1.5707963267948966,-1.7804097781741035,1.808442218841484
12,0.9768933466396841,-7.193258392536451,0.15958699619829897,2.389581452028736,1.5707963267948966,-1.7804097781741035,1.808442218841484
13,1.0353830005496298,-7.183844147643245,0.1988569043681716,2.369697912026588,1.5707963267948966,-1.7804097781741035,1.808442218841484
14,1.0929128525329197,-7.1722507178514805,0.23812681253804424,2.347455297484764,1.5707963267948966,-1.7804097781741035,1.808442218841484
15,1.1473207979436828,-7.159044155148314,0.2773967207079169,2.2395134551069766,1.5707963267948966,-1.7804097781741035,1.808442218841484
16,1.1976751480264411,-7.144706363763705,0.3166666288777895,2.0942331614395098,1.5707963267948966,-1.7804097781741035,1.808442218841484
17,1.245146024504264,-7.129150440695886,0.35593653704766215,1.9981875211559608,1.5707963267948966,-1.7804097781741035,1.808442218841484
18,1.2889454645828562,-7.112867090437362,0.3952064452175348,1.8691338943328617,1.5707963267948966,-1.7804097781741035,1.808442218841484
19,1.3303246269785356,-7.09560559980865,0.4344763533874074,1.7934075451132152,1.5707963267948966,-1.7804097781741035,1.808442218841484
20,1.3671735743004263,-7.078505842684644,0.47374626155728006,1.6249290999580204,1.5707963267948966,-1.7804097781741035,1.808442218841484
21,1.403836012769344,-7.059709457326604,0.5130161697271527,1.6479992703955304,1.5707963267948966,-1.7804097781741035,1.808442218841484
