# scripts/eval_reacher_residual.py
controller,scenario,need,best,final,path,eff,reached
vanilla RL,118,0.36378,0.05069,0.11283,0.68799,2.1974,0
vanilla RL,119,0.14952,0.06323,0.06323,0.11161,1.2934,0
random,0,0.05798,0.05798,0.09337,1.34952,nan,0
random,1,0.25695,0.01484,0.26557,0.94119,3.8874,0
random,2,0.26316,0.03964,0.15694,1.32789,5.9409,0
random,3,0.06635,0.06068,0.18021,0.58180,102.6779,0
random,4,0.34088,0.14114,0.32935,0.90822,4.5471,0
random,5,0.10056,0.00527,0.19772,0.87027,9.1334,1
random,6,0.28202,0.07511,0.20299,0.75659,3.6566,0
random,7,0.20525,0.05889,0.18484,2.54560,17.3923,0
random,8,0.33860,0.19198,0.38987,0.74551,5.0846,0
random,9,0.08538,0.01341,0.15713,1.42749,19.8342,0
random,10,0.15299,0.11349,0.29264,0.92701,23.4721,0
random,11,0.22874,0.22874,0.39919,1.16430,nan,0
random,12,0.30876,0.11940,0.23935,0.88945,4.6972,0
random,13,0.24962,0.09669,0.22207,0.99330,6.4953,0
random,14,0.17595,0.03750,0.03750,0.90731,6.5537,0
random,15,0.10832,0.02237,0.22879,0.65527,7.6236,0
random,16,0.29178,0.09476,0.15955,0.92603,4.7002,0
random,17,0.22589,0.11369,0.15138,0.36344,3.2391,0
random,18,0.03707,0.01989,0.08825,1.35016,78.6002,0
random,19,0.24099,0.14619,0.14832,1.89812,20.0210,0
random,20,0.19660,0.01709,0.17550,2.03120,11.3150,0
random,21,0.03071,0.03071,0.06862,1.16650,nan,0
random,22,0.08367,0.00480,0.15000,0.57552,7.2970,1
random,23,0.16059,0.06819,0.06819,1.25662,13.6001,0
random,24,0.12580,0.03853,0.12891,0.71340,8.1746,0
random,25,0.31873,0.11398,0.19578,0.63559,3.1041,0
random,26,0.14984,0.01030,0.06039,0.84628,6.0644,0
random,27,0.24484,0.02726,0.02887,2.28368,10.4960,0
random,28,0.30627,0.02435,0.11120,2.91344,10.3341,0
random,29,0.10318,0.04204,0.19148,1.09462,17.9037,0
random,30,0.33832,0.07739,0.23070,0.85236,3.2666,0
random,31,0.14079,0.12516,0.14692,0.63012,40.3364,0
random,32,0.15517,0.14792,0.21585,0.63164,87.1272,0
random,33,0.14703,0.04955,0.09151,1.19605,12.2698,0
random,34,0.35317,0.10333,0.10333,0.81267,3.2527,0
random,35,0.20928,0.06607,0.11732,0.45787,3.1972,0
random,36,0.34080,0.05129,0.18864,1.74197,6.0170,0
random,37,0.30752,0.11589,0.23999,0.57011,2.9751,0
random,38,0.03370,0.00733,0.00733,0.96194,36.4771,1
random,39,0.27269,0.01924,0.01924,1.71906,6.7827,0
random,40,0.25154,0.08617,0.30614,0.87931,5.3170,0
random,41,0.21409,0.07980,0.07980,0.50198,3.7378,0
random,42,0.38091,0.01029,0.08959,0.88839,2.3971,0
random,43,0.16370,0.01909,0.11245,1.73417,11.9919,0
random,44,0.08860,0.01184,0.21573,1.54227,20.0913,0
random,45,0.31974,0.10741,0.31739,0.69359,3.2666,0
random,46,0.33757,0.11556,0.24016,0.72244,3.2541,0
random,47,0.20727,0.03391,0.23561,1.37150,7.9113,0
random,48,0.11947,0.11947,0.20023,0.82721,nan,0
random,49,0.25649,0.11935,0.21664,1.98757,14.4936,0
random,50,0.18705,0.08877,0.16420,1.93691,19.7078,0
random,51,0.11518,0.02482,0.28807,1.33625,14.7885,0
random,52,0.05708,0.01316,0.18589,0.81666,18.5968,0
random,53,0.28449,0.06842,0.23569,1.15613,5.3508,0
random,54,0.19459,0.06635,0.21570,0.99171,7.7332,0
random,55,0.12032,0.02132,0.14577,0.75121,7.5878,0
random,56,0.33950,0.12913,0.14489,0.43140,2.0507,0
random,57,0.28379,0.27662,0.31459,0.58386,81.4609,0
random,58,0.23007,0.13806,0.30930,0.73240,7.9602,0
random,59,0.37091,0.07505,0.37902,1.02286,3.4572,0
random,60,0.17308,0.07653,0.22149,1.69680,17.5736,0
random,61,0.27148,0.08545,0.17279,2.29974,12.3626,0
random,62,0.02273,0.01832,0.34695,0.77298,175.5255,0
random,63,0.17114,0.09089,0.21405,0.48746,6.0744,0
random,64,0.14938,0.03811,0.13371,2.20195,19.7896,0
random,65,0.13362,0.13362,0.16458,0.29156,nan,0
random,66,0.21787,0.01737,0.15302,1.45974,7.2805,0
random,67,0.03688,0.01253,0.19053,1.14048,46.8450,0
random,68,0.09710,0.02904,0.15960,1.38080,20.2882,0
random,69,0.11640,0.04350,0.10019,0.41303,5.6653,0
random,70,0.31495,0.04028,0.15538,1.44542,5.2624,0
random,71,0.05550,0.01400,0.03845,0.98382,23.7068,0
random,72,0.19690,0.05573,0.10003,0.49818,3.5291,0
random,73,0.11083,0.01143,0.25266,0.76509,7.6972,0
random,74,0.34077,0.03765,0.08872,0.78637,2.5943,0
random,75,0.26932,0.09169,0.16430,1.06753,6.0098,0
random,76,0.27778,0.03583,0.04625,0.73037,3.0186,0
random,77,0.07763,0.02640,0.29443,0.86380,16.8625,0
random,78,0.25330,0.04350,0.19116,1.13185,5.3950,0
random,79,0.09395,0.02904,0.14690,0.81785,12.5999,0
random,80,0.02274,0.02274,0.09969,0.81505,nan,0
random,81,0.19503,0.05948,0.23252,1.04743,7.7273,0
random,82,0.08795,0.06864,0.06871,1.19780,62.0317,0
random,83,0.05244,0.04348,0.20240,1.60600,179.2792,0
random,84,0.25129,0.05187,0.24052,0.87021,4.3636,0
random,85,0.32350,0.01422,0.15601,0.83971,2.7151,0
random,86,0.30499,0.02032,0.24079,3.08814,10.8483,0
random,87,0.33262,0.02722,0.13764,1.13216,3.7072,0
random,88,0.23659,0.06122,0.18422,0.97202,5.5427,0
random,89,0.17289,0.10561,0.30385,0.84118,12.5029,0
random,90,0.18783,0.02135,0.18348,1.12046,6.7303,0
random,91,0.05106,0.02702,0.08670,0.39417,16.3925,0
random,92,0.05732,0.05732,0.28782,0.62828,nan,0
random,93,0.18192,0.06885,0.07615,0.82178,7.2678,0
random,94,0.20264,0.08696,0.11484,0.61424,5.3097,0
random,95,0.17349,0.13132,0.24252,0.38936,9.2336,0
random,96,0.03843,0.02092,0.32956,0.94483,53.9627,0
random,97,0.04277,0.03866,0.22013,0.88221,214.6214,0
random,98,0.30707,0.14767,0.17943,0.38503,2.4156,0
random,99,0.31733,0.13376,0.16447,0.75049,4.0883,0
random,100,0.23802,0.02433,0.21930,1.99905,9.3548,0
random,101,0.17281,0.03002,0.16310,0.55944,3.9179,0
random,102,0.30360,0.09917,0.34096,0.76971,3.7650,0
random,103,0.22191,0.01575,0.34250,1.57288,7.6295,0
random,104,0.15946,0.15441,0.23039,0.91785,181.5111,0
random,105,0.19202,0.10010,0.13538,0.73493,7.9950,0
random,106,0.21007,0.08690,0.11452,1.17173,9.5130,0
random,107,0.25053,0.05538,0.07341,0.48392,2.4797,0
random,108,0.07446,0.03103,0.25714,0.49664,11.4364,0
random,109,0.16707,0.03986,0.03986,0.86385,6.7908,0
random,110,0.17140,0.11515,0.22246,0.65235,11.5966,0
random,111,0.19800,0.01258,0.03127,0.82123,4.4292,0
random,112,0.26585,0.11340,0.18324,0.85245,5.5916,0
random,113,0.15090,0.10778,0.24161,1.69853,39.3923,0
random,114,0.34456,0.06478,0.14917,1.16076,4.1488,0
random,115,0.28318,0.07940,0.26113,1.16343,5.7091,0
random,116,0.08266,0.03935,0.13264,1.03425,23.8801,0
random,117,0.13689,0.04306,0.25032,1.38841,14.7967,0
random,118,0.36378,0.09603,0.18413,0.72190,2.6962,0
random,119,0.14952,0.08992,0.08992,0.87974,14.7620,0
