episode,ep_rew_mean
458,-8653.07672884
459,-8373.592436949999
460,-8574.72275161
461,-8850.39839445
462,-8607.33543898
463,-8666.06823642
464,-8694.15698918
465,-8903.826109540001
466,-8872.73909417
467,-9003.89482764
468,-8289.37066896
469,-8050.69496523
470,-8103.98577302
471,-8258.81078448
472,-8217.60120264
473,-8214.27747694
474,-8216.04451965
475,-8275.257641150001
476,-7990.139457220001
477,-7621.531876680001
478,-7494.916372740001
479,-7802.580942210001
480,-7762.0628800800005
481,-7772.44991598
482,-7889.26324796
483,-7715.789230089999
484,-7654.74624914
485,-7668.56371674
486,-7844.8176800599995
487,-7831.17729548
488,-7696.96127801
489,-7594.93349165
490,-7913.66524334
491,-7941.444205580001
492,-8010.539518110001
493,-7987.58446935
494,-8061.10537867
495,-8226.48598961
496,-8247.73139641
497,-8095.08433228
498,-8113.24435266
499,-8039.441029219999
500,-8190.250133129999
501,-8294.54790754
502,-8334.324645519999
503,-8315.1903484
504,-8369.20219986
505,-8387.78394942
506,-8340.0563833
507,-8398.84024269
508,-8423.10246436
509,-8409.27686514
510,-8238.91882031
511,-8231.51860187
512,-8551.638102789999
513,-8595.23074023
514,-8557.21224005
515,-8641.128105560001
516,-8645.889418710001
517,-8705.55708428
518,-8656.765131690001
519,-8639.6814308
520,-8662.55169593
521,-8752.626237839999
522,-8759.23938735
523,-8847.11457062
524,-8765.76889815
525,-8757.57994335
526,-8737.144077969999
527,-8844.211279260002
528,-8722.81139019
529,-8797.41969524
530,-8734.85834767
531,-8678.52688956
532,-8760.93623068
533,-8824.416635270001
534,-8852.50617319
535,-8818.94392837
536,-8861.20395417
537,-8943.22299511
538,-9165.83283362
539,-9126.41270806
540,-9091.97156596
541,-9045.28131333
542,-9001.35072286
543,-8941.70186081
544,-9066.628958109999
545,-9043.0874104
546,-9010.80520024
547,-9451.920425
548,-9503.2793422
549,-9494.44218669
550,-9552.81524418
551,-9520.67675078
552,-9545.1297182
553,-9478.28130672
554,-9602.71616281
555,-9665.99244448
556,-9686.82342741
557,-9698.130269349998
558,-9696.164196459998
559,-9584.16970939
560,-9279.436011959999
561,-8990.64620601
562,-8985.752888859999
563,-8933.060104010001
564,-8883.22375074
565,-8702.909252649999
566,-8729.691859039998
567,-8577.4923647
568,-8592.94737454
569,-8749.33184037
570,-8734.93904663
571,-8616.61260737
572,-8593.506791939999
573,-8601.563158339999
574,-8847.85938828
575,-8818.372775169999
576,-8879.9371629
577,-8863.3721773
578,-9144.493974149998
579,-8911.61408055
580,-9046.48058686
581,-9074.809030429999
582,-8886.81359681
583,-8850.71832067
584,-8854.83168505
585,-8809.96288051
586,-8625.42059934
587,-8495.891243549999
588,-8734.94442403
589,-8620.07417027
590,-8348.12999004
591,-8418.331696050001
592,-8319.82783437
593,-8298.77293751
594,-8091.1165318700005
595,-7907.83309958
596,-8176.44680297
597,-8123.07586603
598,-8327.61937172
599,-8352.44516983
600,-8204.03439411
601,-8140.484833279999
602,-8051.08255327
603,-8041.02773019
604,-8001.913481959999
605,-8049.50956454
606,-8609.669436510001
607,-8528.13124205
608,-8489.563496600002
609,-8483.3143395
610,-8533.51908096
611,-8645.57065749
612,-8204.47416829
613,-8223.39657651
614,-8234.049392930001
615,-8188.015079460001
616,-8281.64256663
617,-8270.81578633
618,-8307.138768320001
619,-8294.65384561
620,-8405.96748648
621,-8340.97528885
622,-8277.952095280001
623,-8196.499331320001
624,-8190.29098811
625,-8186.76623572
626,-8240.20817112
627,-8226.61103476
628,-8204.006222880002
629,-8117.288872070001
630,-8099.44629505
631,-8143.7610623
632,-8204.62137002
633,-8132.859856630001
634,-8498.93517656
635,-8558.77822544
636,-8497.376300520002
637,-8310.535721400001
638,-8085.309184130001
639,-8112.7901636100005
640,-8147.63604833
641,-8201.28990872
642,-8242.4696531
643,-8261.584860210001
644,-8148.853127240001
645,-8195.12294995
646,-8280.197204070002
647,-7964.215535280001
648,-7935.7624568500005
649,-7982.15714162
650,-8571.85228108
651,-8649.58421428
652,-8659.764703249999
653,-8805.78172454
654,-8626.55588744
655,-8622.11238586
656,-8631.349074990001
657,-8604.46214351
658,-8677.45600678
659,-8948.96582881
660,-8957.30430828
661,-9039.044474760001
662,-9095.38986851
663,-9349.12987524
664,-10329.197171990001
665,-10312.5545178
666,-10425.01951468
667,-10621.876625379999
668,-10613.04845092
669,-10637.35446654
670,-10815.726125019999
671,-10766.6233112
672,-10761.02101769
673,-10779.979481729999
674,-10774.139931549998
675,-10746.88246144
676,-10884.944211999999
677,-10898.463532369999
678,-10617.942859859999
679,-10589.0891309
680,-10574.390243419999
681,-10557.8357172
682,-10630.95106161
683,-10646.399372939999
684,-10800.48681965
685,-10941.709013119998
686,-11030.69053887
687,-11333.205565510001
688,-11330.820175230001
689,-11449.71321581
690,-11526.76250986
691,-11572.26962862
692,-11534.96507364
693,-11542.85172685
694,-11543.726642509999
695,-11506.592809319998
696,-11214.54463026
697,-11266.55417438
698,-11084.22727865
699,-11006.71578554
700,-10990.02569861
701,-10915.26784196
702,-10934.83649498
703,-10986.10400062
704,-10972.29078361
705,-10883.697169179999
706,-10389.3008643
707,-10381.05605014
708,-10395.36711314
709,-10450.3508597
710,-10407.28896168
711,-10279.23306493
712,-10328.013743079999
713,-10243.20267945
714,-10228.94229228
715,-10182.98981738
716,-10102.14717554
717,-10179.44118987
718,-10188.72180306
719,-10184.82607177
720,-10175.0783888
721,-10147.87602187
722,-10192.169295650001
723,-10210.832283979998
724,-10188.36927988
725,-10151.26901547
726,-10183.31477465
727,-10108.190796019999
728,-10106.064101609998
729,-10413.356704549999
730,-10465.600677319999
731,-10433.60849909
732,-10406.98022273
733,-10765.589897639999
734,-10417.40998298
735,-10657.055056910001
736,-10707.038030110001
737,-10713.628279
738,-10695.58113057
739,-10840.95877641
740,-10798.94584792
741,-10689.14839593
742,-10683.84454631
743,-10674.488540999999
744,-10683.03387711
745,-10675.41603778
746,-10666.894430659999
747,-10491.23796751
748,-10509.23899872
749,-10528.12389106
750,-10026.22389809
751,-9888.13261388
752,-9919.029892589999
753,-9766.71239618
754,-9737.07251134
755,-9664.074266349999
756,-9572.12800632
757,-9543.45828224
758,-9494.3432097
759,-9192.44938652
760,-9214.45450511
761,-9122.782087569998
762,-9077.5855735
763,-8844.29977821
764,-7860.651171150001
765,-7894.78487149
766,-7787.74053283
767,-7836.3213445599995
768,-7832.39020765
769,-7678.752545540001
770,-7455.09332822
771,-7520.28215063
772,-7585.528461919999
773,-7608.1510311
774,-7424.3496302700005
775,-7425.845444750001
776,-7221.07355168
777,-7258.0355885
778,-7356.0825601100005
779,-7317.66424959
780,-7143.75699695
781,-7264.494061859999
782,-7248.92257206
783,-7265.288253569999
784,-7513.26540767
785,-7426.909876719999
786,-7330.2201929699995
787,-7192.0592394899995
788,-7068.4558463
789,-7056.91868786
790,-6938.2567856099995
791,-6821.42352769
792,-6918.33183063
793,-7082.78679468
794,-7070.863544059999
795,-7081.23500723
796,-8001.4752852
797,-8029.218052279999
798,-7971.1237695
799,-7983.904564640001
800,-8039.639274070001
801,-8060.64328944
802,-8034.93092932
803,-8216.24009689
804,-8208.09052516
805,-8241.19214424
806,-8272.676669429999
807,-8387.741357030001
808,-8377.5822027
809,-8402.62582224
810,-8406.12084819
811,-8487.56055798
812,-8440.66743106
813,-8458.56025106
814,-8541.07916299
815,-8640.95873017
816,-8791.912163289999
817,-8725.347733170001
818,-8801.28364735
819,-8805.70068201
820,-8751.02941859
821,-8725.472695
822,-8779.31449056
823,-8811.068690880002
824,-8833.86720883
825,-8906.05831435
826,-8793.72784549
827,-8780.41593647
828,-8801.22493496
829,-8604.61079527
830,-8554.138331
831,-8547.82090429
832,-8400.94984456
833,-8053.171376170001
834,-8064.557453650001
835,-7863.68252204
836,-7838.7619100599995
837,-7790.14023956
838,-7824.82102585
839,-7672.34891235
840,-7756.7890161
841,-7746.23574715
842,-8131.8150866900005
843,-8136.7978528700005
844,-8268.34382789
845,-8313.338429989999
846,-8225.350479159999
847,-8318.87175173
848,-8343.31926484
849,-8275.16460823
850,-8138.00207497
851,-8240.27809391
852,-8204.25475332
853,-8589.81503011
854,-8697.00349531
855,-8688.751078509998
856,-8680.60139517
857,-8683.69131721
858,-8657.42245634
859,-8754.27072597
860,-8676.349750469999
861,-8900.26298071
862,-8909.955090790001
863,-8835.038479120001
864,-8828.770488870001
865,-8884.415206900001
866,-8841.789152549998
867,-8631.52908791
868,-8639.953377419999
869,-8660.359412900001
870,-8702.98039216
871,-9075.75848244
872,-9185.6690247
873,-9163.381976879999
874,-9131.032266220001
875,-9140.04153568
876,-9250.42593154
877,-9388.585573370001
878,-9279.354882380001
879,-9398.46166923
880,-9403.02041342
881,-10014.72875219
882,-9953.44427023
883,-10071.44200847
884,-9667.87573152
885,-9668.8851932
886,-9780.811331429999
887,-9814.577335080001
888,-9696.91027196
889,-9588.79834485
890,-9631.54300123
891,-9832.90719244
892,-9989.19617296
893,-9843.14611346
894,-10123.131905360002
895,-10228.16460526
896,-9287.57677026
897,-9226.607574630001
898,-9158.72207976
899,-9179.296298090001
900,-9174.2423723
901,-9169.17714919
902,-9333.828450429999
903,-9100.63623374
904,-9121.072148790001
905,-9112.79293533
906,-9062.392830100001
907,-9027.74889233
908,-9227.61297056
909,-9321.52062257
910,-9301.42720308
911,-9393.96435282
912,-9412.66736953
913,-9690.3756415
914,-9686.392480580002
915,-9591.04903885
916,-9470.7519974
917,-9357.62548644
918,-9267.11190834
919,-9402.94577553
920,-9399.512377340001
921,-9431.193353
922,-9349.44686212
923,-9297.17366917
924,-9438.67820507
925,-9577.83202053
926,-9660.65353532
927,-9682.035675570001
928,-9709.88440979
929,-9658.28194058
930,-9674.38594586
931,-9700.536157839999
932,-9708.02131561
933,-9716.4936601
934,-9838.33903431
935,-9969.99014549
936,-10007.96215885
937,-10275.22644033
938,-10309.899957720001
939,-10508.0599769
940,-10486.093202689999
941,-10511.31556765
942,-10118.270501980001
943,-10135.3448491
944,-10163.78216456
945,-10285.07339068
946,-10253.02532317
947,-10183.72281151
948,-10110.112501759999
949,-10114.11503944
950,-10171.07750383
951,-10032.911937559998
952,-10072.04379222
953,-9724.6536385
954,-9606.85876547
955,-9712.39370699
956,-9718.64357371
957,-9706.395554679999
958,-9765.35824063
959,-9663.83043863
960,-9668.23201866
961,-9428.691476330001
962,-9436.40569696
963,-9547.36548
964,-9553.923378110001
965,-9584.755592730002
966,-9601.37658236
967,-9626.83273812
968,-9634.28602423
969,-9662.608704440001
970,-9633.44425986
971,-9219.31200255
972,-9079.72162893
973,-9089.62715271
974,-9234.543208399999
975,-9214.602580120001
976,-9139.130901980001
977,-9085.9512989
978,-9153.97275849
979,-9239.73087309
980,-9314.26542153
981,-8551.2830345
982,-8575.8808608
983,-8492.50538677
984,-8521.7763436
985,-8482.12194922
986,-8389.02693963
987,-8254.65112946
988,-8232.60745475
989,-8338.3730287
990,-8361.809943299999
991,-8143.19628365
992,-7937.11412406
993,-7904.00994391
994,-7634.325059180001
995,-7732.91499915
996,-7766.67041789
997,-7788.266816560001
998,-7837.98904448
999,-7799.963810740001
1000,-7885.846737190001
1001,-7947.19388192
1002,-7772.603794000001
1003,-7789.51921386
1004,-7937.3158058399995
1005,-7895.21530342
1006,-7881.18355205
1007,-8026.38948011
1008,-7898.09221904
1009,-7768.2121652099995
1010,-7782.22452176
1011,-7625.633313480001
1012,-8039.007497080001
1013,-7753.083411150001
1014,-7764.7147992
1015,-7859.02761581
1016,-7855.24406239
1017,-7863.462722560001
1018,-7923.22930426
1019,-7769.337977190001
1020,-7738.189823000001
1021,-7778.697249170001
1022,-7762.640366230001
1023,-7919.45281595
1024,-7770.14350355
1025,-7623.25468194
1026,-7515.8502354600005
1027,-7494.81450321
1028,-7475.17629081
1029,-7408.3756177800005
1030,-7500.59781376
1031,-7703.177368760001
1032,-7748.682363100001
1033,-7953.53591133
1034,-7786.0345720000005
1035,-7575.432882790001
1036,-7594.2994718400005
1037,-7262.09770222
1038,-7227.855798279999
1039,-7016.77994036
1040,-7039.029863670001
1041,-7065.691351020001
1042,-7044.247080069999
1043,-7124.56733522
1044,-7022.85479817
1045,-6899.47773821
1046,-6967.96858128
1047,-6953.04687135
1048,-7259.436625530001
1049,-7588.761415520001
1050,-8033.12519914
1051,-8062.544538040001
1052,-8028.60957233
1053,-8111.463615160001
1054,-8158.34735392
1055,-8220.63420275
1056,-8201.394548620001
1057,-8234.356904350001
1058,-8275.23296005
1059,-8268.07164653
1060,-8302.51975717
1061,-8434.22192025
1062,-8392.82774756
1063,-8315.28714855
1064,-8576.5765952
1065,-8445.053387880002
1066,-8543.668213910001
1067,-8514.437875700001
1068,-8517.62175535
1069,-8480.16160096
1070,-8485.403116320002
1071,-8606.81894972
1072,-8704.24547315
1073,-8782.224481320001
1074,-8594.38130413
1075,-8877.1557459
1076,-8873.77905998
1077,-8735.6951937
1078,-8839.70023885
1079,-8730.488154550001
1080,-8786.22399269
1081,-8796.71283505
1082,-8868.71236205
1083,-8933.64711134
1084,-8900.17469838
1085,-8938.325562450002
1086,-8898.689068200001
1087,-9127.656816319999
1088,-9177.00104567
1089,-9211.92604938
1090,-9174.36483363
1091,-9220.1067061
1092,-9156.16052857
1093,-9301.04663859
1094,-9529.12023701
1095,-9406.36581766
1096,-9352.98602382
1097,-9269.57219438
1098,-9593.664149150001
1099,-9661.52255521
1100,-9553.19640057
1101,-9473.53211105
1102,-9493.433781910002
1103,-9561.106660590001
1104,-9531.22670398
1105,-9618.65531165
1106,-9651.967786000001
1107,-9513.068499190002
1108,-9454.300061310001
1109,-9416.238459420001
1110,-9438.007693570002
1111,-9498.928321350002
1112,-9124.35982732
1113,-9248.28305567
1114,-9170.78148236
1115,-9111.09050355
1116,-9099.02194013
1117,-9131.731300579999
1118,-9089.81085445
1119,-9130.28213087
1120,-9133.08415496
1121,-9050.83466861
1122,-9114.636028239998
1123,-8956.07941384
1124,-9033.07912315
1125,-8981.102117859999
1126,-8966.16223912
1127,-8979.97059162
1128,-8957.07535952
1129,-8959.32365591
1130,-8898.358294000001
1131,-8676.937355099999
1132,-8590.2875986
1133,-8400.81620964
1134,-8374.535793079998
1135,-8503.57266423
1136,-8452.1567268
1137,-8461.330146330001
1138,-8434.034635240001
1139,-8803.133878019999
1140,-8804.06988817
1141,-8743.84967277
1142,-8707.61239517
1143,-8655.440282810001
1144,-8678.41153718
1145,-8590.86499477
1146,-8556.295937480001
1147,-8604.485264039999
1148,-8291.01282912
1149,-8017.2860621400005
1150,-7557.9947994700005
1151,-7520.61468352
1152,-7489.66549763
1153,-7423.01260618
1154,-7538.20808722
1155,-7427.409203980001
1156,-7422.494366360001
1157,-7407.464762970001
1158,-7308.56864645
1159,-7492.33355037
1160,-7521.266855040001
1161,-7460.50729098
1162,-7488.5355329
1163,-7739.885573840001
1164,-7480.178508940001
1165,-7474.539946250001
1166,-7427.525606370001
1167,-7395.1692726500005
1168,-7390.1000802300005
1169,-7403.459412540001
1170,-7386.126898440001
1171,-7263.92320062
1172,-7328.301173130001
1173,-7234.35375776
1174,-7253.90991459
1175,-7111.1540019700005
1176,-7152.2816908
1177,-7200.928127249999
1178,-7030.10984128
1179,-7152.410703770001
1180,-7016.875504730001
1181,-7104.3723427800005
1182,-7039.18025315
1183,-7124.761354079999
1184,-7180.10747449
1185,-7171.639099690001
1186,-7216.386629270001
1187,-7070.98397241
1188,-7013.40664218
1189,-7055.42528694
1190,-7061.83227811
1191,-7016.235890399999
1192,-7075.224270489999
1193,-6938.64130917
1194,-6842.49138422
1195,-6785.83373319
1196,-6839.46236904
1197,-6949.76711936
1198,-6723.05786126
1199,-6721.440968930001
1200,-6943.406553850001
1201,-6996.718830870001
1202,-7242.54563077
1203,-7189.22771748
1204,-7050.39758898
1205,-6966.244935410001
1206,-7017.906931830001
1207,-6952.67285612
1208,-6995.72390515
1209,-7182.368534069999
1210,-7215.6731347899995
1211,-7169.585524119999
1212,-7335.70924518
1213,-7256.02816734
1214,-7250.21809622
1215,-7210.77771201
1216,-7207.09336
1217,-7221.28540763
1218,-7214.63058857
1219,-7378.73207186
1220,-7401.66355252
1221,-7410.27159883
1222,-7476.26362286
1223,-7469.764164939999
1224,-7472.524708139999
1225,-7525.16313572
1226,-7670.47936539
1227,-7756.56234679
1228,-7786.60579191
1229,-7914.3496113500005
1230,-7889.590040500001
1231,-7883.324901150001
1232,-7906.398569300001
1233,-7877.24522196
1234,-8057.890015200001
1235,-7916.646671410001
1236,-8117.2675701299995
1237,-8208.01749063
1238,-8280.607702000001
1239,-8072.66972912
1240,-8041.88497795
1241,-8043.2369181700005
1242,-8055.28928599
1243,-8108.17691742
1244,-8026.59214164
1245,-8015.79887373
1246,-8059.80967896
1247,-8034.870056260001
1248,-8209.243645990002
1249,-8299.680246880002
1250,-8279.952544020001
1251,-8274.91512571
1252,-8498.49560487
1253,-8478.3302034
1254,-8323.251752
1255,-8387.867701160001
1256,-8478.35345518
1257,-8470.17718983
1258,-8483.66903419
1259,-8364.82323835
1260,-8329.605679510001
1261,-8241.59456845
1262,-8215.158532320002
1263,-8158.8450892400015
1264,-8176.728611580002
1265,-8245.96185589
1266,-8167.471605420001
1267,-8168.129873680001
1268,-8547.06809932
1269,-8616.719743290001
1270,-8644.10753858
1271,-8617.56551251
1272,-8429.530891220002
1273,-8441.636884520001
1274,-8687.04250759
1275,-8590.665264840001
1276,-8525.71874446
1277,-8586.8468854
1278,-8585.47518913
1279,-8371.231834960001
1280,-8532.66172583
1281,-8412.01227255
1282,-8402.14748063
1283,-8191.083812049999
1284,-8291.04439382
1285,-8449.546844339999
1286,-8408.86078039
1287,-8282.18136139
1288,-8341.92481479
1289,-8110.378082849999
1290,-8084.35029977
1291,-8143.34062518
1292,-8099.0133475699995
1293,-8089.38450133
1294,-7959.77642956
1295,-7980.11940335
1296,-7970.304328509999
1297,-7899.68268136
1298,-7781.5034775700005
1299,-7743.15462395
1300,-7501.45032066
1301,-7521.24410361
1302,-7568.41215023
1303,-7540.5712793
1304,-7512.01219123
1305,-7513.658920020001
1306,-7482.63947055
1307,-7620.0714171
1308,-7667.80595127
1309,-7508.10925298
1310,-7531.11269436
1311,-7697.10094766
1312,-7497.10586217
1313,-7446.03048528
1314,-7609.691548430001
1315,-7617.452226980001
1316,-7608.5161721800005
1317,-7600.610620100001
1318,-7592.20344652
1319,-7397.3246792499995
1320,-7452.4316344
1321,-7482.1958178800005
1322,-7360.65727599
1323,-7554.1270861600005
1324,-7490.269231560002
1325,-7555.937472660001
1326,-7500.95489498
1327,-7449.35806045
1328,-7565.00338018
1329,-7447.2719111999995
1330,-7437.95273525
1331,-7503.03758028
1332,-7507.02849232
1333,-7722.54566828
1334,-7562.944732560001
1335,-7646.42923518
1336,-8154.36833764
1337,-8257.018149930002
1338,-8221.742686729998
1339,-8252.718835749998
1340,-8323.430877359999
1341,-8463.17394934
1342,-8518.2219229
1343,-8407.40527754
1344,-8563.46864335
1345,-8544.06889357
1346,-8466.85438251
1347,-8508.42521836
1348,-8435.898054410001
1349,-8429.16093736
1350,-8424.3768398
1351,-8445.20941446
1352,-8236.296239109999
1353,-8321.47708248
1354,-8344.2402558
1355,-8226.87234838
1356,-8134.435301150001
1357,-8166.98432551
1358,-8346.26993887
1359,-8274.71008836
1360,-8314.21193791
1361,-8322.77126281
1362,-8368.937025539999
1363,-8216.70107157
1364,-8465.962289070001
1365,-8428.195616340001
1366,-8442.409896410001
1367,-8452.033272380002
1368,-8069.64992159
1369,-8021.29010338
1370,-7997.01358375
1371,-7997.49151903
1372,-8094.7764291
1373,-8111.56460922
1374,-7870.69526984
1375,-7928.15043562
1376,-7943.576644430001
1377,-7856.1898700500005
1378,-7885.643214220001
1379,-8189.16043088
1380,-7998.3348650299995
1381,-8083.70032213
1382,-8087.5710405400005
1383,-8115.81432655
1384,-8254.978790050001
1385,-8262.1250751
1386,-8395.19815761
1387,-8544.56418288
1388,-8561.53688184
1389,-8573.76666096
1390,-8586.50462738
1391,-8525.103572850001
1392,-8566.321726310001
1393,-8781.57739581
1394,-8814.68450933
1395,-8789.57519558
1396,-8897.37666913
1397,-8866.16976425
1398,-8974.14708423
1399,-9057.65506846
1400,-9225.12540914
1401,-9133.46166763
1402,-8858.099066499999
1403,-8902.64654877
1404,-8929.49298073
1405,-8966.71704214
1406,-8922.01836336
1407,-8768.27468172
1408,-8793.534802870001
