episode,ep_rew_mean
1409,-8869.20713318
1410,-8784.65986653
1411,-8635.3584159
1412,-8720.536331350002
1413,-8781.09961971
1414,-8759.946131789999
1415,-8762.45092039
1416,-8828.48199131
1417,-8803.34824032
1418,-8872.82525157
1419,-8860.646729740001
1420,-8745.931043510001
1421,-8743.992218660002
1422,-8829.06377981
1423,-8768.199789220002
1424,-8754.64078165
1425,-8778.078071740001
1426,-8681.465797460001
1427,-8617.67291069
1428,-8480.69292422
1429,-8675.62153686
1430,-8699.44596977
1431,-8709.80684071
1432,-8771.51417857
1433,-8650.781981700002
1434,-8813.76423826
1435,-9032.430410330002
1436,-8275.80055834
1437,-8167.93827846
1438,-8214.61160819
1439,-8058.98076183
1440,-7933.837551220001
1441,-7896.87518882
1442,-7836.3229132
1443,-7849.4955838099995
1444,-7743.1462428899995
1445,-7992.47499538
1446,-8165.62624116
1447,-8295.7036196
1448,-8265.05512097
1449,-8124.5136338600005
1450,-8213.17749924
1451,-8178.971967040001
1452,-8533.8298497
1453,-8417.54241139
1454,-8396.69403585
1455,-8444.17955009
1456,-8461.459061070002
1457,-8442.102968910001
1458,-8346.900532990001
1459,-8383.58439173
1460,-8434.16827654
1461,-8727.39445926
1462,-8719.19783649
1463,-8643.04460986
1464,-8361.632104150001
1465,-8569.484439680002
1466,-8894.87657297
1467,-8918.93208004
1468,-8933.41600357
1469,-8866.82772631
1470,-8872.41036517
1471,-9001.627245430001
1472,-8928.3891007
1473,-8913.873235350002
1474,-8931.92449134
1475,-8855.14767789
1476,-9070.979985790002
1477,-9076.042989460002
1478,-9216.81029877
1479,-9194.750093350001
1480,-9158.71579878
1481,-9154.58337385
1482,-9141.00285167
1483,-9253.304797320001
1484,-8971.99661924
1485,-8893.52402984
1486,-8863.89828469
1487,-8692.55903284
1488,-8688.9380538
1489,-8811.66356342
1490,-9053.00945995
1491,-9079.18729366
1492,-9073.18949143
1493,-9155.007369789999
1494,-9190.50311115
1495,-9179.79864819
1496,-9044.38081368
1497,-9103.920559729999
1498,-8970.215147579998
1499,-8979.42593041
1500,-8809.901956220001
1501,-8859.19377412
1502,-8885.10679165
1503,-8905.98229374
1504,-9129.27199732
1505,-9075.223875529999
1506,-9046.67231848
1507,-9188.96406476
1508,-10098.67220527
1509,-10027.92353204
1510,-10081.9589084
1511,-10149.210692659999
1512,-10097.648177899999
1513,-10191.70968764
1514,-10057.74824583
1515,-10116.00648985
1516,-10033.14260939
1517,-10356.94685654
1518,-10358.35976178
1519,-10649.89662146
1520,-10699.23339971
1521,-10720.00890325
1522,-10634.02043275
1523,-10601.83357558
1524,-10710.977220289999
1525,-10590.750813249999
1526,-10625.858144049998
1527,-10637.76737963
1528,-10612.698494769998
1529,-10723.434764419999
1530,-10821.91403729
1531,-10827.758250669998
1532,-10755.45565427
1533,-10693.67339262
1534,-10660.978936300002
1535,-10349.80103446
1536,-10374.25594219
1537,-10295.291776049999
1538,-10253.69653408
1539,-10231.19243664
1540,-10558.44230623
1541,-10461.3239607
1542,-10594.827784680001
1543,-10693.43805618
1544,-10730.1047433
1545,-10487.37559055
1546,-10347.14745804
1547,-10152.524506220001
1548,-10137.92223673
1549,-10146.591315730002
1550,-10034.359826170003
1551,-10109.313135
1552,-9793.376355650002
1553,-9817.97209687
1554,-9854.07849852
1555,-9804.503550090001
1556,-9860.42096071
1557,-9854.60982317
1558,-9793.0909896
1559,-9778.83356081
1560,-9661.07844728
1561,-9355.84232294
1562,-9365.86445352
1563,-9380.72881699
1564,-9394.18561453
1565,-9642.529366760002
1566,-9323.006201930002
1567,-9299.115408250002
1568,-9419.83576302
1569,-9501.22065536
1570,-9501.979604420001
1571,-9419.790006610001
1572,-9387.848950070002
1573,-9357.552127670002
1574,-9401.72820639
1575,-9451.78841474
1576,-9203.487289609999
1577,-9457.66839957
1578,-9279.65715164
1579,-9269.7135128
1580,-9319.834030670001
1581,-9260.34419439
1582,-9433.358016990001
1583,-9302.282456
1584,-9359.38808262
1585,-9221.27544727
1586,-9167.270404809999
1587,-9452.41234565
1588,-9424.74142785
1589,-9374.54609177
1590,-9106.25850873
1591,-9133.98440851
1592,-9083.371180859998
1593,-8937.01947539
1594,-8959.49759616
1595,-8939.749969199998
1596,-8950.49472472
1597,-8924.16707246
1598,-8994.062787089999
1599,-8903.579499309999
1600,-8927.70491077
1601,-8960.97643932
1602,-8900.18483405
1603,-9297.58785091
1604,-9130.92413021
1605,-9205.04706312
1606,-9192.74679469
1607,-9488.17319467
1608,-8506.93540339
1609,-8464.760118170001
1610,-8425.580844290002
1611,-8446.70572509
1612,-8581.6380345
1613,-8427.86396726
1614,-8434.58214952
1615,-8607.30476439
1616,-8633.71378492
1617,-8300.95157587
1618,-8210.71319152
1619,-8002.8505007
1620,-7956.4656182300005
1621,-7899.95643951
1622,-7896.365424039999
1623,-7800.28338123
1624,-7718.24245811
1625,-7854.4183065900015
1626,-7843.693198180001
1627,-7837.423667750001
1628,-7961.772362690001
1629,-7751.15450225
1630,-7626.09858761
1631,-7601.14420338
1632,-7645.39779634
1633,-7664.76115783
1634,-7561.792795120001
1635,-7572.834660380001
1636,-7704.001705260001
1637,-7709.2706620300005
1638,-7670.725107610001
1639,-7735.469670020001
1640,-7487.401916160001
1641,-7557.446388120001
1642,-7609.029396720001
1643,-7498.17866795
1644,-7407.283046330001
1645,-7918.00002723
1646,-7915.77781408
1647,-7917.74584252
1648,-7865.43995334
1649,-7954.2187626
1650,-7974.64123098
1651,-7903.11369634
1652,-7887.48716204
1653,-7872.39617027
1654,-7843.5021632
1655,-7850.22217044
1656,-7860.68269194
1657,-7936.88558968
1658,-7895.816267409999
1659,-7972.47483967
1660,-8030.462081080001
1661,-8146.52553187
1662,-8137.6948458100005
1663,-8474.42310946
1664,-8543.54444849
1665,-8035.99387755
1666,-8026.47500052
1667,-8060.2229974
1668,-8064.73602108
1669,-7967.462063110001
1670,-8032.402159560001
1671,-8202.94724386
1672,-8217.43033484
1673,-8198.421470539999
1674,-8099.64557033
1675,-8033.28487109
1676,-8045.366598770001
1677,-7782.53550835
1678,-7795.8540301
1679,-7514.05971515
1680,-7655.5807613199995
1681,-7665.21858981
1682,-7484.03950716
1683,-7652.661021129999
1684,-7655.23322646
1685,-7815.614014270001
1686,-7775.237498410001
1687,-7529.515454880001
1688,-7638.600146300001
1689,-7650.49965304
1690,-7668.378577019999
1691,-7610.40754826
1692,-7754.206547
1693,-7636.27146454
1694,-7651.12024483
1695,-7737.66076288
1696,-7739.29229097
1697,-8085.5687632
1698,-8127.54760693
1699,-8111.125156010001
1700,-8068.251018600001
1701,-8031.714719230001
1702,-8236.62495386
1703,-7923.4160868300005
1704,-7852.7741019000005
1705,-7863.19936337
1706,-7939.54120338
1707,-7499.734148789999
1708,-7528.60904736
1709,-7696.19847408
1710,-7678.94558983
1711,-7567.94413865
1712,-7374.8739498899995
1713,-7501.831433939999
1714,-7498.862822489999
1715,-7312.023300129999
1716,-7298.87512391
1717,-7397.6917231200005
1718,-7412.44720462
1719,-7422.86676787
1720,-7526.240859750001
1721,-7593.53216872
1722,-7581.98867318
1723,-7666.795807820001
1724,-7647.694710480001
1725,-7486.6471736700005
1726,-7690.17636757
1727,-7691.787540939999
1728,-7572.412765149999
1729,-7459.7087032399995
1730,-7477.5780497
1731,-7680.00020548
1732,-7619.54684881
1733,-7816.50955542
1734,-7787.20764148
1735,-7785.9801000200005
1736,-7673.54219918
1737,-7698.81086133
1738,-7691.67585372
1739,-7680.892834380001
1740,-7641.0329061600005
1741,-7600.16547954
1742,-7426.59163649
1743,-7609.501286339999
1744,-7676.190227089999
1745,-7458.3446396300005
1746,-7455.40782792
1747,-7467.932376840001
1748,-7671.78555878
1749,-7728.39298261
1750,-7711.7353678
1751,-7884.68198988
1752,-7877.4595270400005
1753,-7875.18896305
1754,-7950.41070097
1755,-7958.36934854
1756,-7871.32066203
1757,-7794.69498068
1758,-7821.502174480001
1759,-7731.954761620001
1760,-7772.869122100001
1761,-7759.805424869999
1762,-7748.148109189999
1763,-7400.063815740001
1764,-7603.988544140001
1765,-7679.90814087
1766,-7762.087158390001
1767,-7741.0862430199995
1768,-7654.86325836
1769,-7669.147872549999
1770,-7825.0881473399995
1771,-7703.498453730001
1772,-7710.39534481
1773,-7708.82507644
1774,-7751.99940338
1775,-7787.41363841
1776,-7841.25566254
1777,-7901.84659143
1778,-8125.02731941
1779,-8152.8477493
1780,-7974.36073191
1781,-7949.477957
1782,-7973.89324982
1783,-7794.97625115
1784,-7884.55188473
1785,-7764.07125806
1786,-7821.41070405
1787,-7798.5439095
1788,-7682.98667135
1789,-7581.10570158
1790,-7678.45150521
1791,-7693.0500098
1792,-7550.52979726
1793,-7770.9044820300005
1794,-7669.136409260001
1795,-7616.12797897
1796,-7583.9791580599995
1797,-7402.33126121
1798,-7291.4386567
1799,-7284.86102617
1800,-7402.63364419
1801,-7393.95769051
1802,-7225.40762419
1803,-7133.5435939300005
1804,-7129.35671668
1805,-7060.77711938
1806,-7076.109811189999
1807,-7074.29860516
1808,-7016.3293736
1809,-6872.23363447
1810,-6948.85363627
1811,-6948.18021848
1812,-6974.434356329999
1813,-6876.36677333
1814,-6847.35331394
1815,-6799.664426989999
1816,-6795.38078992
1817,-6712.686251880001
1818,-7135.65151433
1819,-7050.86713158
1820,-6948.65809178
1821,-6917.18746514
1822,-6945.02042748
1823,-6911.890967220001
1824,-7005.68772163
1825,-7011.06854231
1826,-6784.0081284200005
1827,-7203.389974809999
1828,-7355.050398040001
1829,-7442.212624310001
1830,-7459.95390328
1831,-7226.34642282
1832,-7226.07727265
1833,-7108.50511075
1834,-7161.50801381
1835,-7159.972030250001
1836,-7175.6132376900005
1837,-7227.76618465
1838,-7224.6799444200005
1839,-7191.03853811
1840,-7210.12401614
1841,-7200.34921603
1842,-7193.3279915
1843,-7089.9972929000005
1844,-7018.709487460001
1845,-6767.37957455
1846,-6738.37747963
1847,-6730.6113337100005
1848,-6526.40946959
1849,-6436.56284495
1850,-6518.9189084
1851,-6564.09737795
1852,-6560.11495486
1853,-6589.13949121
1854,-6594.4956428099995
1855,-6640.13953727
1856,-6842.3912106200005
1857,-6832.75841681
1858,-6864.9887514
1859,-6914.99276164
1860,-6851.72775942
1861,-6858.76840308
1862,-6885.18359328
1863,-6928.868405130001
1864,-6664.890303870001
1865,-6652.71732709
1866,-6575.08001537
1867,-6578.01358182
1868,-6558.07939528
1869,-6544.067535440001
1870,-6332.05189695
1871,-6412.3458597
1872,-6497.12139509
1873,-6584.41448189
1874,-6527.799267
1875,-6477.6593051400005
1876,-6423.15182317
1877,-6327.86995905
1878,-6168.70358352
1879,-6147.10734101
1880,-6145.05729015
1881,-6149.85742359
1882,-6154.47440186
1883,-6158.967417700001
1884,-6176.201445590001
1885,-6138.112839360001
1886,-6097.930036240001
1887,-6078.0426957
1888,-6037.10322107
1889,-6087.13391329
1890,-6204.74376018
1891,-6192.702553319999
1892,-6373.64036906
1893,-6237.06388822
1894,-6390.36945473
1895,-6510.67136722
1896,-6517.0987800699995
1897,-6505.01022149
1898,-6607.87737781
1899,-6693.71614147
1900,-6615.372768650001
1901,-6587.30860315
1902,-6551.7128972
1903,-6515.65490247
1904,-6567.13200265
1905,-6568.37011507
1906,-6628.730145
1907,-6703.715423080001
1908,-6718.424829320001
1909,-6817.311017040001
1910,-6786.816512880001
1911,-6785.15500476
1912,-6788.67134479
1913,-6845.65305722
1914,-6870.60676412
1915,-6927.98724528
1916,-7073.0925656
1917,-7097.4903420499995
1918,-6656.387326710001
1919,-6739.79182226
1920,-6735.88385995
1921,-6701.88423901
1922,-6676.73477028
1923,-6704.5705961799995
1924,-6608.37391572
1925,-6764.4351160900005
1926,-6775.6192145
1927,-6391.81652902
1928,-6286.13796581
1929,-6202.80594892
1930,-6185.92337233
1931,-6243.38049284
1932,-6280.91406707
1933,-6167.8110516199995
1934,-6116.50572086
1935,-6139.28244051
1936,-6104.08533564
1937,-6071.24218937
1938,-6126.20124188
1939,-6086.3689868
1940,-6089.60835623
1941,-6086.95622206
1942,-6123.35391437
1943,-6097.23008112
1944,-6142.57255302
1945,-6136.721399960001
1946,-6203.792542380001
1947,-6186.4293968
1948,-6227.934153460001
1949,-6230.51480137
1950,-6261.65319737
1951,-6115.9508530699995
1952,-6120.35977159
1953,-6240.181544229999
1954,-6508.98354488
1955,-6451.64585359
1956,-6406.55508568
1957,-6400.76934761
1958,-6346.48414149
1959,-6411.29638736
1960,-6609.73679284
1961,-6872.41103834
1962,-6887.63964189
1963,-7239.85766184
1964,-7298.9953908200005
1965,-7373.86966183
1966,-7385.03998548
1967,-7367.35508433
1968,-7487.069365740001
1969,-7516.95532548
1970,-7536.01961133
1971,-7365.389125510001
1972,-7302.52132464
1973,-7232.8902465500005
1974,-7251.21914566
1975,-7289.058628350001
1976,-7344.56178471
1977,-7356.18540037
1978,-7351.666541029999
1979,-7531.82333736
1980,-7552.36737926
1981,-7588.303737910001
1982,-7556.53380128
1983,-7659.5357338799995
1984,-7534.667459019999
1985,-7526.703420259999
1986,-7541.8269351
1987,-7549.68732234
1988,-7553.676262700001
1989,-7825.666904039999
1990,-7654.16081115
1991,-8216.09224672
1992,-8077.3571013
1993,-8024.76948487
1994,-7858.506536960001
1995,-7712.26225358
1996,-7774.78926552
1997,-7571.507002500001
1998,-7482.209774230001
1999,-7426.94954299
2000,-7453.7172099
2001,-7605.7261148200005
2002,-7620.0742052900005
2003,-7660.9218464000005
2004,-7896.7721209500005
2005,-7982.00908281
2006,-7911.53689709
2007,-7906.17615912
2008,-7967.89574574
2009,-7891.30636122
2010,-7932.39099548
2011,-7981.23447697
2012,-7998.890900210001
2013,-7943.342065229999
2014,-7990.40943374
2015,-8063.01701401
2016,-7930.91399612
2017,-7939.3303758
2018,-8119.85205729
2019,-8110.6630721500005
2020,-8504.79896048
2021,-8528.7167985
2022,-8543.82639862
2023,-8740.50644958
2024,-8722.25700937
2025,-8695.27525461
2026,-8718.55889884
2027,-8819.38509937
2028,-8787.632743440001
2029,-8785.65714129
2030,-9050.727455289998
2031,-8943.198290929999
2032,-8918.70894959
2033,-9028.61205559
2034,-9093.822275030001
2035,-9064.06766027
2036,-9045.700224060001
2037,-9053.602233450001
2038,-9005.25627695
2039,-9230.72863965
2040,-9180.78110165
2041,-9190.56028747
2042,-9159.39505145
2043,-9132.29217527
2044,-9113.295366620001
2045,-9112.701908949999
2046,-9164.85378452
2047,-9166.24837041
2048,-9135.52078821
2049,-9124.54986992
2050,-9095.85012241
2051,-9049.675949289998
2052,-9039.268861949999
2053,-8961.2526697
2054,-8660.18526567
2055,-8680.56865855
2056,-8582.017580029998
2057,-8565.74281303
2058,-8745.189727160001
2059,-8626.31382173
2060,-8426.98521316
2061,-8180.88416143
2062,-8141.65010208
2063,-7782.11260071
2064,-7786.4581024
2065,-7683.7042777999995
2066,-7911.80546563
2067,-8168.28242926
2068,-8042.66396668
2069,-8044.00149137
2070,-8129.45475404
2071,-8131.10604389
2072,-8173.19381434
2073,-8261.767044189999
2074,-8246.624230369998
2075,-8211.6267629
2076,-8143.0469742800005
2077,-8144.2856951
2078,-8197.63161951
2079,-8039.05113426
2080,-8036.15106911
2081,-8003.361537230001
2082,-8057.740699440001
2083,-8221.24682556
2084,-8204.78970596
2085,-8360.239646180002
2086,-8691.11915767
2087,-8702.21539313
2088,-8705.23159135
2089,-8475.510861620001
2090,-8432.83733518
2091,-7954.24539585
2092,-7937.85961734
2093,-7894.94405524
2094,-7910.52951144
2095,-8047.80968023
2096,-7992.75599777
2097,-8009.12260083
2098,-8226.46619831
2099,-8227.85201677
2100,-8167.7923808099995
2101,-8012.18937534
2102,-8000.820034990001
2103,-8226.5016738
2104,-7943.098485549999
2105,-7896.67694465
2106,-8097.81691772
2107,-8018.251020580001
2108,-7911.931576370001
2109,-7932.02709771
2110,-7956.39773848
2111,-8172.84433631
2112,-8252.221468239999
2113,-8269.817907839999
2114,-8205.69198759
2115,-8111.36100465
2116,-8158.68154691
2117,-8116.822504830001
2118,-7929.552865940001
2119,-7854.89719507
2120,-7467.783435110001
2121,-7436.953829240001
2122,-7495.49466597
2123,-7316.01898642
2124,-7527.005198160001
2125,-7416.0502356
2126,-7424.6369300900005
2127,-7388.76800324
2128,-7370.595928660001
2129,-7470.494665940001
2130,-7402.89945305
2131,-7478.627174880001
2132,-7469.481366020002
2133,-7337.304826470001
2134,-7266.65718253
2135,-7306.13762349
2136,-7387.58875566
2137,-7499.943308130001
2138,-7492.2757335100005
2139,-7512.989775550001
2140,-7522.476172430001
2141,-7497.326163330001
2142,-7506.13607245
2143,-7494.41738381
2144,-7520.25555141
2145,-7543.190956730001
2146,-7459.45048996
2147,-7471.69981025
2148,-7506.41938569
2149,-7501.997088590001
2150,-7454.078339510001
2151,-7418.53059366
2152,-7426.20130775
2153,-7346.71086816
2154,-7345.56198776
2155,-7476.649965280001
2156,-7439.001369510001
2157,-7681.48607954
2158,-7491.6450174
2159,-7500.979400740001
2160,-7543.835027320001
2161,-7466.282122800001
2162,-7480.727773910001
2163,-7515.733114760001
2164,-7459.984119160001
2165,-7452.88617768
2166,-7559.699832980001
2167,-7327.845773460001
2168,-7311.511526820001
2169,-7346.746904030001
2170,-7253.67444065
2171,-7353.451998710001
2172,-7295.791133300001
2173,-7529.453018060001
2174,-7556.129850470001
2175,-7552.703455750001
2176,-7588.480460820001
2177,-7603.117297090001
2178,-7511.2563396000005
2179,-7491.7767921800005
2180,-7756.012594900001
2181,-8118.573242960001
2182,-8092.1045448800005
2183,-7851.888267650001
2184,-7842.491938110001
2185,-7776.0776329
2186,-7394.16302941
2187,-7567.89165474
2188,-7586.904771490001
2189,-7502.16498537
2190,-7499.36369514
2191,-7409.02904757
2192,-7443.75246973
2193,-7514.668291890001
2194,-7503.42251147
2195,-7406.627179110001
2196,-7427.196097830001
2197,-7455.713771070001
2198,-7219.4211408500005
2199,-7258.43443988
2200,-7536.9570945000005
2201,-7569.07565519
2202,-7600.27171348
2203,-7300.7722631999995
2204,-7289.49254327
2205,-7292.87269238
2206,-7053.79048329
2207,-7115.848689650001
2208,-7164.142138750001
2209,-7163.941899790001
2210,-7065.285473430001
2211,-6952.39065517
2212,-6999.44761223
2213,-7012.885962300001
2214,-7135.35507252
2215,-7095.22190025
2216,-7039.13189151
2217,-7049.985198259999
2218,-7100.67789318
2219,-7112.32418978
2220,-7283.73291493
2221,-7302.20921529
2222,-7233.09155637
2223,-7291.65934661
2224,-7187.1530401400005
2225,-7187.4350837
2226,-7171.6428195299995
2227,-7077.09888394
2228,-7117.175364119999
2229,-7019.55733599
2230,-6904.4193422299995
2231,-6841.613212589999
2232,-7198.74921946
2233,-7231.27215393
2234,-7217.81515962
2235,-7249.8569989299995
2236,-7267.0824944999995
2237,-7167.10526157
2238,-7234.17705943
2239,-7156.523598559999
2240,-7190.69923366
2241,-7223.27952483
2242,-7213.8053807
2243,-7199.53501625
2244,-7264.68684013
2245,-7280.06501253
2246,-7246.83727534
2247,-7384.18305222
2248,-7353.99223032
2249,-7322.05045069
2250,-7331.086088
2251,-7346.4644352000005
2252,-7459.07587416
2253,-7596.00280163
2254,-7550.767648110001
2255,-7722.18755918
2256,-7794.121477860001
2257,-7550.46497549
2258,-7571.017234090001
2259,-7593.283966050001
2260,-7660.32723099
2261,-7830.231384090001
2262,-7790.11814439
2263,-7819.9362808900005
2264,-7816.24664727
2265,-7790.7233653700005
2266,-7478.44627257
2267,-7443.54740304
2268,-7489.3777199999995
2269,-7423.496475529999
2270,-7522.75443293
2271,-7478.58114117
2272,-7494.26530104
2273,-7212.04781272
2274,-7194.40698948
2275,-7679.6189943
2276,-7884.42699885
2277,-8238.00720199
2278,-8355.60483024
2279,-8441.74099688
2280,-8195.466323699999
2281,-7827.79540051
2282,-7805.30975785
2283,-7785.51294376
2284,-8007.40843727
2285,-7966.7748827
2286,-8049.109780549999
2287,-7936.131194899999
2288,-7910.555050829999
2289,-7919.100778
2290,-7938.822868310001
2291,-8020.05819931
2292,-8011.961699130001
2293,-8002.89316847
2294,-8025.03259993
2295,-8229.90549283
2296,-8289.08120583
2297,-8255.426672900001
2298,-8376.75452772
2299,-8317.107754550001
2300,-8142.06587681
2301,-8168.932842529999
2302,-8317.00699917
2303,-8342.59104626
2304,-8347.77920184
2305,-8318.13238195
2306,-8308.56017807
2307,-8310.92127079
2308,-8301.149481209999
2309,-8269.053248470002
2310,-8264.47871662
2311,-8155.011326469999
2312,-8030.24031671
2313,-7974.41611525
2314,-7940.42768419
2315,-8157.22735396
2316,-8173.09226395
2317,-8143.27688616
2318,-8114.389761
2319,-8832.647425980002
2320,-8700.34468002
2321,-8686.38598109
2322,-8738.76726204
2323,-8592.327663690001
2324,-8663.33438715
2325,-8692.58201283
2326,-8692.87439427
2327,-8690.12541303
2328,-8645.961046240001
2329,-8721.28525326
2330,-8853.702815609999
2331,-8996.21710048
2332,-8658.462750530001
2333,-8639.060312450001
2334,-8686.37116517
2335,-8712.5404089
2336,-8612.08187318
2337,-8567.959798650001
2338,-8502.48249727
2339,-8351.01913855
2340,-8299.30372281
2341,-8459.891635420001
2342,-8456.75513831
2343,-8508.854788
2344,-8398.591902459999
2345,-8332.785806349999
2346,-8355.13655471
2347,-8287.45555217
2348,-8315.11731749
2349,-8619.52582845
2350,-8598.112541859999
2351,-8625.10969944
2352,-8508.05301948
2353,-8600.74685346
2354,-8588.57234789
2355,-8305.27585191
2356,-8228.39704502
2357,-8301.700659490001
2358,-8310.3654119
2359,-8258.70663999
2360,-8212.508901610001
2361,-8050.616501660001
2362,-8049.06263895
2363,-8027.18856771
2364,-8008.906499479999
2365,-8015.40793349
2366,-8011.96371916
2367,-8168.1086251100005
2368,-8208.231488340001
2369,-8396.348716
2370,-8268.71512289
2371,-8204.21062172
2372,-8225.48038287
2373,-8232.164395920001
2374,-8214.748864770001
2375,-7743.031697510001
2376,-7504.758786870001
2377,-7311.7289979100005
2378,-7245.46319439
2379,-7152.18531189
2380,-7122.838356169999
2381,-7189.593402050001
2382,-7522.68486578
2383,-7666.17142118
2384,-7432.14743196
2385,-7442.161249680001
2386,-7373.2838837300005
2387,-7396.23446967
2388,-7405.02638137
2389,-7406.53858555
2390,-7378.51077719
2391,-7319.17895698
2392,-7289.66977837
2393,-7239.435590919999
2394,-7441.202318029999
2395,-7188.96550775
2396,-7303.24354972
2397,-7489.063348260001
2398,-7370.67074321
2399,-7372.12321224
2400,-7276.9986212799995
2401,-7231.534543589999
2402,-7048.2780754
2403,-7049.704216100001
2404,-7143.4456397700005
2405,-7118.42501375
2406,-7182.939852310001
2407,-7137.75646644
2408,-7103.54785915
2409,-7172.62666939
2410,-7246.5120395700005
2411,-7217.02438203
2412,-7330.86390568
2413,-7327.5626612900005
2414,-7257.58794266
2415,-7161.591153700001
2416,-7275.611219080001
2417,-7361.350438650001
2418,-7365.40866541
2419,-6686.81545089
2420,-6648.42419014
2421,-6654.1661355
2422,-6617.91632613
2423,-6605.051713360001
2424,-6436.54149889
2425,-6416.022727560001
2426,-6390.96858287
2427,-6418.746130520001
2428,-6440.96695686
2429,-6511.545499989999
2430,-6584.2458219400005
2431,-6550.16272808
2432,-6620.99894157
2433,-6631.568542839999
2434,-6876.5943919599995
2435,-6817.46699682
2436,-6829.546765489999
2437,-6835.72599219
2438,-7020.17087321
2439,-7021.64110169
2440,-7061.06606008
2441,-6921.078336189999
2442,-6994.11645483
2443,-7019.23330202
2444,-7145.60708218
2445,-7194.17452713
2446,-7202.145846519999
2447,-7163.132399669999
2448,-7148.75711104
2449,-6825.76919951
2450,-6856.7588527200005
2451,-6881.2616351199995
2452,-6863.397634750001
2453,-6648.325113730001
2454,-6687.639467070001
2455,-6644.2549814
2456,-6673.542305520001
2457,-6614.377295890001
2458,-6728.5403783500005
2459,-6758.6466771000005
2460,-6748.9017607000005
2461,-6713.66424708
2462,-6735.19188808
2463,-6719.424397209999
2464,-6732.52869132
2465,-7241.296138350001
2466,-7237.659915170001
2467,-7093.191698390001
2468,-6985.5949218900005
2469,-7058.63585902
2470,-7146.050778159999
2471,-7469.57190409
2472,-7513.74857981
2473,-7479.20238554
2474,-7628.30650257
2475,-7635.161586280001
2476,-7647.02232
2477,-7516.39873875
2478,-7465.79922609
2479,-7512.69009257
2480,-7488.41244591
2481,-7450.55060173
2482,-7165.04465797
2483,-7008.48611523
2484,-7035.09366907
2485,-7015.5621636
2486,-7048.54401743
2487,-6957.40551026
2488,-6949.29690555
2489,-7056.09879624
2490,-7163.344069320001
2491,-7143.43216074
2492,-7183.28309858
2493,-7376.585208320001
2494,-7153.96912485
2495,-7157.22546883
2496,-7161.9970632
2497,-7059.92653718
2498,-7220.10842536
2499,-7241.887294349999
2500,-7271.7962425900005
2501,-7737.2590564
2502,-7808.1162087600005
2503,-7782.4885976000005
2504,-7725.209651130001
2505,-7752.29929187
2506,-7686.59354592
2507,-7670.31706863
2508,-7673.19147076
2509,-7608.5394169
2510,-7557.19026756
2511,-7532.9653304
2512,-7402.85109625
2513,-7501.986891500001
2514,-7686.9765506
2515,-7581.50140582
2516,-7506.910216310001
2517,-7423.01788252
2518,-7397.0554245
2519,-7411.476912760001
2520,-7421.318466290001
2521,-7446.368017060001
2522,-7451.744759960001
2523,-7447.51385922
2524,-7437.657922920001
2525,-7444.6277575
2526,-7570.00338217
2527,-7852.22465127
2528,-7893.3924712200005
2529,-7845.213705110001
2530,-7532.878358920001
2531,-7612.06082108
2532,-7558.39688723
2533,-7613.66976756
2534,-7400.135659109999
2535,-7364.2225002
2536,-7375.57775651
2537,-7479.007474280001
2538,-7294.494454469999
2539,-7330.73420673
2540,-7292.44597557
2541,-7306.52942964
2542,-7238.02633595
2543,-7282.70719081
2544,-7121.745156829999
2545,-7090.377262110001
2546,-7055.062342650001
2547,-7041.1457339
2548,-7041.87469935
2549,-7219.856298299999
2550,-7192.1417679099995
2551,-7240.37376227
2552,-7307.44052245
2553,-7699.86918575
2554,-7928.24605201
2555,-8056.36318184
2556,-8110.87423633
2557,-8119.18957165
2558,-8179.6285249600005
2559,-8222.486029030002
2560,-8151.7582527700015
2561,-8143.08646416
2562,-8116.03233577
2563,-8238.08639418
2564,-8246.155058280001
2565,-7883.62898827
2566,-7850.73201546
2567,-7838.57218399
2568,-7919.99810123
2569,-7836.56485403
2570,-7829.33115094
2571,-7558.50386375
2572,-7745.12120247
2573,-7728.08154167
2574,-7617.88182719
2575,-7709.116041970001
2576,-7754.978490580001
2577,-7709.01675505
2578,-7708.13802236
2579,-7689.90721825
2580,-7691.63100646
2581,-7704.77897244
2582,-7682.7505962000005
2583,-7800.90480305
2584,-7805.39994502
2585,-7780.75512014
2586,-7771.14788264
2587,-7895.16103467
2588,-7903.24879845
2589,-8024.58485906
2590,-7981.7627368
2591,-8007.19727038
2592,-8270.95458551
2593,-8083.82802002
2594,-8428.18125397
2595,-8435.896378959998
2596,-8278.754442909998
2597,-8406.38751448
2598,-8344.71405742
2599,-8368.848605910001
2600,-8520.735885860002
2601,-8096.980598070001
2602,-8088.207148980001
2603,-8178.08907772
2604,-8277.77596608
2605,-8291.56953873
2606,-8268.482444450001
2607,-8423.47639261
2608,-8423.26236346
2609,-8668.71891485
2610,-8643.61704779
2611,-8630.05305434
2612,-8601.27799364
2613,-8501.520715139999
2614,-8349.48951866
2615,-8345.98313827
2616,-8490.648369730001
2617,-8565.09540455
2618,-8593.40548491
2619,-8573.36894105
2620,-8563.881039979999
2621,-8562.36791866
2622,-8545.69883614
2623,-8563.87006158
2624,-8677.11215631
2625,-8691.84415583
2626,-8768.52966645
2627,-8529.1454724
2628,-8468.958132709999
2629,-8374.45235668
2630,-8370.22643962
2631,-8372.99871774
2632,-8360.527747600001
2633,-8320.46450218
